token_,count
('', '', ''),665
('', 'premiere', 'matiere'),4
('elements', '', ''),4
('', 'faire', ''),4
('engendré', '', ''),4
('', 'tion', ''),4
('corps', 'naturels', ''),4
('parfe', '', ''),4
('', '', 'engendre'),4
('engendre', '', ''),4
('', 'corps', ''),4
('', 'k', ''),3
('', 'dernier', ''),3
('', '', 'feroit'),3
('naturelles', '', ''),3
('cy', '', ''),3
('', 'ap', ''),3
('', 'uoir', ''),3
('', 'mi', ''),3
('', '', 'elt'),3
('accidents', '', ''),3
('queftion', '', ''),3
('', '', 'f'),3
('', '', 'parauant'),3
('', '', 'cune'),3
('', 'cause', ''),3
('', '', 'donc'),3
('', 'efté', ''),3
('ariftote', '', ''),3
('', 'generation', ''),3
('generation', '', ''),3
('', 'aduis', ''),3
('cause', 'efficiente', ''),3
('efficiente', '', ''),3
('', '', 'parce'),3
('', 'parties', ''),3
('chose', 'abfurde', ''),3
('', 'aus', ''),3
('', 'mefine', ''),3
('', '', 'fuft'),3
('finy', '', ''),3
('', '', 'eternel'),3
('', '', 'cu'),3
('mi', '', 'lieu'),3
('', 'eftant', ''),3
('', 'telle', ''),3
('', 'pourquoy', 'donc'),3
('', 'ordre', ''),3
('dieu', '', ''),3
('', 'table', ''),3
('', '', 'entre'),3
('', 'per', ''),3
('dis', '', ''),3
('', 'matie', ''),3
('enfemble', '', ''),3
('', 'ze', ''),3
('', 'opinion', ''),3
('ic', '', ''),3
('', 'fcauoir', ''),3
('bon', '', ''),3
('', '', 'faudroit'),3
('prin', '', 'cipe'),3
('', 'queft', ''),3
('fter', '', ''),3
('', '', 'foy'),3
('', 'bien', 'fouuent'),3
('', '', 'effe'),3
('', '', 'faute'),3
('', '', 'ail'),3
('', 'ail', ''),3
('', '', 'cit'),3
('accident', '', ''),3
('contraire', '', ''),3
('mef', '', ''),3
('', 'ia', ''),3
('lives', '', ''),3
('', '', 'appelles'),3
('faire', '', ''),3
('aucune', '', 'ment'),3
('force', '', 'vertu'),3
('', 'droit', ''),3
('diuine', '', ''),3
('veut', '', ''),3
('', 'animal', ''),3
('', 'f', ''),3
('', 'finon', ''),3
('', 'ett', ''),3
('natu', '', ''),3
('', 'phyfique', ''),3
('', 'cho', ''),3
('principes', 'nature', ''),3
('', 'volonté', ''),3
('engendrées', '', ''),3
('', '', 'moins'),3
('', '', 'fuit'),3
('', 'monde', ''),3
('penfer', '', ''),3
('', 'corruption', ''),3
('', 'res', ''),3
('fin', '', ''),3
('', '', 'z'),3
('', '', 'telle'),3
('', '', 'principes'),3
('', 'ainf', ''),3
('parties', '', ''),3
('forte', '', ''),3
('', '', 'faire'),3
('', 'tou', ''),3
('', 'faut', 'donc'),3
('priuation', '', ''),3
('', 'creation', ''),3
('corps', 'phyficien', ''),3
('', 'mence', ''),3
('', '', 'eflence'),3
('', 'puiffance', ''),3
('', 'difference', ''),3
('', 'tue', ''),3
('', 'finy', ''),3
('', 'cela', ''),3
('', 'faudroit', ''),3
('cy', '', 'deuant'),3
('', '', 'puiffance'),3
('', 'prin', ''),3
('', 'tel', ''),3
('', 'ciens', ''),3
('', '', 'enfemble'),3
('', 'enfemble', ''),3
('enfemble', '', 'fois'),3
('autant', '', ''),3
('', '', 'fubftances'),3
('', '', 'euft'),3
('', 'ainsil', ''),3
('durée', '', ''),3
('', '', 'aus'),3
('', 'autrement', ''),3
('', 'ren', ''),3
('', 'hors', ''),3
('hors', '', 'mis'),3
('engendrée', '', ''),3
('', 'el', ''),3
('', '', 'toute'),3
('toute', 'chose', ''),3
('', 'quant', ''),3
('tel', '', ''),3
('premiere', 'matiere', ''),3
('choses', '', 'lefquelles'),3
('', 'iceux', ''),3
('', 'femence', ''),3
('feu', '', ''),3
('dire', '', ''),3
('longue', 'durée', ''),3
('', 'plantes', ''),3
('quand', '', ''),3
('', 'repos', ''),3
('', '', 'foyent'),3
('', '', 'phyfique'),3
('', 'certains', 'corps'),3
('', 'temps', ''),3
('', 'engen', ''),3
('temps', '', ''),3
('', 'vapeur', ''),3
('', '', 'ele'),3
('cle', '', 'ments'),3
('', 'animaux', ''),3
('', 'huile', ''),3
('pierres', '', 'metaux'),3
('', 'engendrent', ''),3
